"h3_address","year","yield"
"8426011ffffffff",2016,208.9
"8426011ffffffff",2017,198.9
"8426011ffffffff",2018,224.7
"8426011ffffffff",2019,219.9
"8426011ffffffff",2020,199.6
"8426011ffffffff",2021,197.9
"8426011ffffffff",2022,173.3
"8426011ffffffff",2023,212.2
"8426011ffffffff",2024,209.5
"8426013ffffffff",2010,173.4
"8426013ffffffff",2011,169.2
"8426013ffffffff",2012,125.1
"8426013ffffffff",2013,180.6
"8426013ffffffff",2014,159.9
"8426013ffffffff",2015,201.3
"8426013ffffffff",2016,200.4
"8426013ffffffff",2017,197.2
"8426013ffffffff",2018,218.9
"8426013ffffffff",2019,216.5
"8426013ffffffff",2020,195
"8426013ffffffff",2021,212.5
"8426013ffffffff",2022,192.1
"8426013ffffffff",2023,149
"8426013ffffffff",2024,210.7
"8426015ffffffff",2010,143.6
"8426015ffffffff",2011,122.7
"8426015ffffffff",2012,58.6
"8426015ffffffff",2013,166.7
"8426015ffffffff",2014,177
"8426015ffffffff",2015,196.3
"8426015ffffffff",2016,183.7
"8426015ffffffff",2017,182.2
"8426015ffffffff",2018,162.5
"8426015ffffffff",2019,186.1
"8426015ffffffff",2020,182.2
"8426015ffffffff",2021,148.6
"8426015ffffffff",2022,97.6
"8426015ffffffff",2023,180.4
"8426015ffffffff",2024,162.2
"8426017ffffffff",2010,179.9
"8426017ffffffff",2011,151.6
"8426017ffffffff",2012,64.1
"8426017ffffffff",2013,192.1
"8426017ffffffff",2014,174.7
"8426017ffffffff",2015,204.3
"8426017ffffffff",2016,194.2
"8426017ffffffff",2017,174.7
"8426017ffffffff",2018,215.6
"8426017ffffffff",2019,215.7
"8426017ffffffff",2020,204.4
"8426017ffffffff",2021,195.1
"8426017ffffffff",2022,122.7
"8426017ffffffff",2023,166.8
"8426017ffffffff",2024,210.3
"8426019ffffffff",2010,201.7
"8426019ffffffff",2011,185
"8426019ffffffff",2012,139.8
"8426019ffffffff",2013,199.2
"8426019ffffffff",2014,187.9
"8426019ffffffff",2015,212.6
"8426019ffffffff",2016,220.8
"8426019ffffffff",2017,222.8
"8426019ffffffff",2018,222.2
"8426019ffffffff",2019,210.3
"8426019ffffffff",2020,204.2
"8426019ffffffff",2021,235.4
"8426019ffffffff",2022,192.5
"8426019ffffffff",2023,223.3
"8426019ffffffff",2024,225.7
"842601bffffffff",2010,191
"842601bffffffff",2011,182.5
"842601bffffffff",2012,165.1
"842601bffffffff",2013,182.2
"842601bffffffff",2014,183.1
"842601bffffffff",2015,215.7
"842601bffffffff",2016,221
"842601bffffffff",2017,201.8
"842601bffffffff",2018,225.2
"842601bffffffff",2019,221.9
"842601bffffffff",2020,195.7
"842601bffffffff",2021,224.1
"842601bffffffff",2022,198.5
"842601bffffffff",2023,213
"842601bffffffff",2024,216.4
"842601dffffffff",2010,164
"842601dffffffff",2011,144.9
"842601dffffffff",2012,72.9
"842601dffffffff",2013,170.7
"842601dffffffff",2014,166.7
"842601dffffffff",2015,194.6
"842601dffffffff",2016,186.7
"842601dffffffff",2017,186.9
"842601dffffffff",2018,190.7
"842601dffffffff",2019,191.8
"842601dffffffff",2020,187
"842601dffffffff",2021,188.7
"842601dffffffff",2022,126.3
"842601dffffffff",2023,182.1
"842601dffffffff",2024,172
"8426021ffffffff",2010,101.2
"8426021ffffffff",2011,108.6
"8426021ffffffff",2012,26.4
"8426021ffffffff",2013,138.2
"8426021ffffffff",2014,100
"8426021ffffffff",2015,118.2
"8426021ffffffff",2016,127.2
"8426021ffffffff",2017,113.8
"8426021ffffffff",2018,156.9
"8426021ffffffff",2019,127.7
"8426021ffffffff",2020,136.6
"8426021ffffffff",2021,93.9
"8426021ffffffff",2022,77.4
"8426021ffffffff",2023,140.3
"8426021ffffffff",2024,125.6
"8426023ffffffff",2010,95.9
"8426023ffffffff",2011,83.1
"8426023ffffffff",2012,20.2
"8426023ffffffff",2013,85.8
"8426023ffffffff",2014,108.3
"8426023ffffffff",2015,120.1
"8426023ffffffff",2016,88.4
"8426023ffffffff",2017,101.3
"8426023ffffffff",2018,128.7
"8426023ffffffff",2019,127.9
"8426023ffffffff",2020,110
"8426023ffffffff",2021,75.8
"8426023ffffffff",2022,34.1
"8426023ffffffff",2023,109.4
"8426023ffffffff",2024,73.8
"8426025ffffffff",2010,101.2
"8426025ffffffff",2011,108.6
"8426025ffffffff",2012,26.4
"8426025ffffffff",2013,138.2
"8426025ffffffff",2014,100
"8426025ffffffff",2015,118.2
"8426025ffffffff",2016,127.2
"8426025ffffffff",2017,113.8
"8426025ffffffff",2018,156.9
"8426025ffffffff",2019,127.7
"8426025ffffffff",2020,136.6
"8426025ffffffff",2021,93.9
"8426025ffffffff",2022,77.4
"8426025ffffffff",2023,140.3
"8426025ffffffff",2024,125.6
"8426027ffffffff",2010,95.9
"8426027ffffffff",2011,83.1
"8426027ffffffff",2012,20.2
"8426027ffffffff",2013,85.8
"8426027ffffffff",2014,108.3
"8426027ffffffff",2015,120.1
"8426027ffffffff",2016,88.4
"8426027ffffffff",2017,101.3
"8426027ffffffff",2018,128.7
"8426027ffffffff",2019,127.9
"8426027ffffffff",2020,110
"8426027ffffffff",2021,75.8
"8426027ffffffff",2022,34.1
"8426027ffffffff",2023,109.4
"8426027ffffffff",2024,73.8
"8426029ffffffff",2010,140
"8426029ffffffff",2011,131.9
"8426029ffffffff",2012,30.9
"8426029ffffffff",2013,156.3
"8426029ffffffff",2014,104.9
"8426029ffffffff",2015,162.6
"8426029ffffffff",2016,131.6
"8426029ffffffff",2017,125.8
"8426029ffffffff",2018,187.9
"8426029ffffffff",2019,150.3
"8426029ffffffff",2020,186.9
"8426029ffffffff",2021,136.1
"8426029ffffffff",2022,110.3
"8426029ffffffff",2023,157.1
"8426029ffffffff",2024,156.4
"842602bffffffff",2010,133.2
"842602bffffffff",2011,122.8
"842602bffffffff",2012,30.1
"842602bffffffff",2013,152.3
"842602bffffffff",2014,129.9
"842602bffffffff",2015,150.5
"842602bffffffff",2016,133.9
"842602bffffffff",2017,121.2
"842602bffffffff",2018,169
"842602bffffffff",2019,146
"842602bffffffff",2020,169.2
"842602bffffffff",2021,127.6
"842602bffffffff",2022,96.1
"842602bffffffff",2023,132.5
"842602bffffffff",2024,155.2
"842602dffffffff",2010,133.2
"842602dffffffff",2011,122.8
"842602dffffffff",2012,30.1
"842602dffffffff",2013,152.3
"842602dffffffff",2014,129.9
"842602dffffffff",2015,150.5
"842602dffffffff",2016,133.9
"842602dffffffff",2017,121.2
"842602dffffffff",2018,169
"842602dffffffff",2019,146
"842602dffffffff",2020,169.2
"842602dffffffff",2021,127.6
"842602dffffffff",2022,96.1
"842602dffffffff",2023,132.5
"842602dffffffff",2024,155.2
"8426031ffffffff",2010,151.4
"8426031ffffffff",2011,133.5
"8426031ffffffff",2012,31
"8426031ffffffff",2013,149.8
"8426031ffffffff",2014,166.2
"8426031ffffffff",2015,173.5
"8426031ffffffff",2016,160.3
"8426031ffffffff",2017,133.2
"8426031ffffffff",2018,188.8
"8426031ffffffff",2019,181.1
"8426031ffffffff",2020,166.2
"8426031ffffffff",2021,181.3
"8426031ffffffff",2022,104.6
"8426031ffffffff",2023,119.9
"8426031ffffffff",2024,158.4
"8426033ffffffff",2010,165.3
"8426033ffffffff",2011,160.2
"8426033ffffffff",2012,28.1
"8426033ffffffff",2013,183.1
"8426033ffffffff",2014,175.2
"8426033ffffffff",2015,196.3
"8426033ffffffff",2016,193.4
"8426033ffffffff",2017,189.7
"8426033ffffffff",2018,210.8
"8426033ffffffff",2019,202
"8426033ffffffff",2020,161.2
"8426033ffffffff",2021,211.5
"8426033ffffffff",2022,121.9
"8426033ffffffff",2023,138.3
"8426033ffffffff",2024,192.3
"8426035ffffffff",2010,119.5
"8426035ffffffff",2011,117.7
"8426035ffffffff",2012,35.7
"8426035ffffffff",2013,109.1
"8426035ffffffff",2014,143.5
"8426035ffffffff",2015,151
"8426035ffffffff",2016,153.3
"8426035ffffffff",2017,137.4
"8426035ffffffff",2018,157.7
"8426035ffffffff",2019,163.5
"8426035ffffffff",2020,137.5
"8426035ffffffff",2021,141.5
"8426035ffffffff",2022,72.1
"8426035ffffffff",2023,133.6
"8426035ffffffff",2024,128.7
"8426037ffffffff",2010,119.5
"8426037ffffffff",2011,117.7
"8426037ffffffff",2012,35.7
"8426037ffffffff",2013,109.1
"8426037ffffffff",2014,143.5
"8426037ffffffff",2015,151
"8426037ffffffff",2016,153.3
"8426037ffffffff",2017,137.4
"8426037ffffffff",2018,157.7
"8426037ffffffff",2019,163.5
"8426037ffffffff",2020,137.5
"8426037ffffffff",2021,141.5
"8426037ffffffff",2022,72.1
"8426037ffffffff",2023,133.6
"8426037ffffffff",2024,128.7
"8426039ffffffff",2010,168.1
"8426039ffffffff",2011,149.6
"8426039ffffffff",2012,28.2
"8426039ffffffff",2013,168.3
"8426039ffffffff",2014,174.4
"8426039ffffffff",2015,186.9
"8426039ffffffff",2016,167.5
"8426039ffffffff",2017,144.4
"8426039ffffffff",2018,192.2
"8426039ffffffff",2019,199.1
"8426039ffffffff",2020,164.8
"8426039ffffffff",2021,166.4
"8426039ffffffff",2022,106.6
"8426039ffffffff",2023,161.5
"8426039ffffffff",2024,180.6
"842603bffffffff",2010,168.1
"842603bffffffff",2011,149.6
"842603bffffffff",2012,28.2
"842603bffffffff",2013,168.3
"842603bffffffff",2014,174.4
"842603bffffffff",2015,186.9
"842603bffffffff",2016,167.5
"842603bffffffff",2017,144.4
"842603bffffffff",2018,192.2
"842603bffffffff",2019,199.1
"842603bffffffff",2020,164.8
"842603bffffffff",2021,166.4
"842603bffffffff",2022,106.6
"842603bffffffff",2023,161.5
"842603bffffffff",2024,180.6
"842603dffffffff",2010,156.2
"842603dffffffff",2011,137.3
"842603dffffffff",2012,14
"842603dffffffff",2013,155.5
"842603dffffffff",2014,170.8
"842603dffffffff",2015,169.4
"842603dffffffff",2016,141.3
"842603dffffffff",2017,125.3
"842603dffffffff",2018,191
"842603dffffffff",2019,176.2
"842603dffffffff",2020,171.3
"842603dffffffff",2021,145.4
"842603dffffffff",2022,81.9
"842603dffffffff",2023,140.5
"842603dffffffff",2024,163
"8426041ffffffff",2010,129.3
"8426041ffffffff",2011,152.9
"8426041ffffffff",2012,116.6
"8426041ffffffff",2013,151.4
"8426041ffffffff",2014,174.8
"8426041ffffffff",2015,180.5
"8426041ffffffff",2016,187.5
"8426041ffffffff",2017,180.9
"8426041ffffffff",2018,193.1
"8426041ffffffff",2019,100.4
"8426041ffffffff",2020,180.3
"8426041ffffffff",2021,163.7
"8426041ffffffff",2022,153.7
"8426041ffffffff",2023,171.4
"8426041ffffffff",2024,175.6
"8426043ffffffff",2010,153
"8426043ffffffff",2011,160.5
"8426043ffffffff",2012,129.8
"8426043ffffffff",2013,170.5
"8426043ffffffff",2014,171.5
"8426043ffffffff",2015,189.3
"8426043ffffffff",2016,206.6
"8426043ffffffff",2017,191.5
"8426043ffffffff",2018,201.4
"8426043ffffffff",2019,139.2
"8426043ffffffff",2020,187.2
"8426043ffffffff",2021,138
"8426043ffffffff",2022,166
"8426043ffffffff",2023,184.4
"8426043ffffffff",2024,191.3
"8426045ffffffff",2010,129.3
"8426045ffffffff",2011,152.9
"8426045ffffffff",2012,116.6
"8426045ffffffff",2013,151.4
"8426045ffffffff",2014,174.8
"8426045ffffffff",2015,180.5
"8426045ffffffff",2016,187.5
"8426045ffffffff",2017,180.9
"8426045ffffffff",2018,193.1
"8426045ffffffff",2019,100.4
"8426045ffffffff",2020,180.3
"8426045ffffffff",2021,163.7
"8426045ffffffff",2022,153.7
"8426045ffffffff",2023,171.4
"8426045ffffffff",2024,175.6
"8426047ffffffff",2010,124.8
"8426047ffffffff",2011,140.6
"8426047ffffffff",2012,92.3
"8426047ffffffff",2013,150.3
"8426047ffffffff",2014,154.3
"8426047ffffffff",2015,160.1
"8426047ffffffff",2016,149.7
"8426047ffffffff",2017,172.2
"8426047ffffffff",2018,193.2
"8426047ffffffff",2019,137.1
"8426047ffffffff",2020,168.4
"8426047ffffffff",2021,104.2
"8426047ffffffff",2022,131.6
"8426047ffffffff",2023,130.3
"8426047ffffffff",2024,169.2
"8426049ffffffff",2010,151.5
"8426049ffffffff",2011,156.4
"8426049ffffffff",2012,124.1
"8426049ffffffff",2013,158.1
"8426049ffffffff",2014,162.6
"8426049ffffffff",2015,180.2
"8426049ffffffff",2016,171.3
"8426049ffffffff",2017,186.6
"8426049ffffffff",2018,196.5
"8426049ffffffff",2019,170.2
"8426049ffffffff",2020,188.7
"8426049ffffffff",2021,208
"8426049ffffffff",2022,188.1
"8426049ffffffff",2023,168.3
"8426049ffffffff",2024,195.5
"842604bffffffff",2010,154.3
"842604bffffffff",2011,155.1
"842604bffffffff",2012,131.4
"842604bffffffff",2013,167.4
"842604bffffffff",2014,175.3
"842604bffffffff",2015,193.2
"842604bffffffff",2016,213.5
"842604bffffffff",2017,193.1
"842604bffffffff",2018,206.3
"842604bffffffff",2019,164
"842604bffffffff",2020,195.9
"842604bffffffff",2021,157.7
"842604bffffffff",2022,178
"842604bffffffff",2023,179.1
"842604bffffffff",2024,195.5
"842604dffffffff",2010,112.9
"842604dffffffff",2011,156.9
"842604dffffffff",2012,119.3
"842604dffffffff",2013,149.8
"842604dffffffff",2014,165.6
"842604dffffffff",2015,175.8
"842604dffffffff",2016,169.2
"842604dffffffff",2017,177.9
"842604dffffffff",2018,183.2
"842604dffffffff",2019,155.2
"842604dffffffff",2020,180.1
"842604dffffffff",2021,185.7
"842604dffffffff",2022,171.8
"842604dffffffff",2023,176.8
"842604dffffffff",2024,181.6
"8426051ffffffff",2010,191.1
"8426051ffffffff",2011,175
"8426051ffffffff",2012,151.4
"8426051ffffffff",2013,166.9
"8426051ffffffff",2014,153
"8426051ffffffff",2015,202.2
"8426051ffffffff",2016,202
"8426051ffffffff",2017,203.1
"8426051ffffffff",2018,167.8
"8426051ffffffff",2019,132.5
"8426051ffffffff",2020,188.7
"8426051ffffffff",2021,219.4
"8426051ffffffff",2022,201.8
"8426051ffffffff",2023,199.9
"8426051ffffffff",2024,178.3
"8426053ffffffff",2010,197.6
"8426053ffffffff",2011,186.6
"8426053ffffffff",2012,163
"8426053ffffffff",2013,182.4
"8426053ffffffff",2014,171.9
"8426053ffffffff",2015,207.5
"8426053ffffffff",2016,210
"8426053ffffffff",2017,217
"8426053ffffffff",2018,185
"8426053ffffffff",2019,185.9
"8426053ffffffff",2020,195.8
"8426053ffffffff",2021,219.3
"8426053ffffffff",2022,214.2
"8426053ffffffff",2023,211.1
"8426053ffffffff",2024,188.3
"8426055ffffffff",2010,167.8
"8426055ffffffff",2011,169
"8426055ffffffff",2012,107.2
"8426055ffffffff",2013,168.9
"8426055ffffffff",2014,167.5
"8426055ffffffff",2015,195.6
"8426055ffffffff",2016,199.9
"8426055ffffffff",2017,193.4
"8426055ffffffff",2018,196.4
"8426055ffffffff",2019,165.8
"8426055ffffffff",2020,184.1
"8426055ffffffff",2021,172.4
"8426055ffffffff",2022,189.3
"8426055ffffffff",2023,176.7
"8426055ffffffff",2024,190.6
"8426057ffffffff",2010,200.1
"8426057ffffffff",2011,188.3
"8426057ffffffff",2012,156.9
"8426057ffffffff",2013,193.4
"8426057ffffffff",2014,170.1
"8426057ffffffff",2015,205.5
"8426057ffffffff",2016,212.3
"8426057ffffffff",2017,220.8
"8426057ffffffff",2018,207.5
"8426057ffffffff",2019,188.4
"8426057ffffffff",2020,205.1
"8426057ffffffff",2021,220.3
"8426057ffffffff",2022,201.3
"8426057ffffffff",2023,205.9
"8426057ffffffff",2024,210.9
"8426059ffffffff",2010,187
"8426059ffffffff",2011,168.1
"8426059ffffffff",2012,146.2
"8426059ffffffff",2013,171.7
"8426059ffffffff",2014,151.7
"8426059ffffffff",2015,203.8
"8426059ffffffff",2016,212.1
"8426059ffffffff",2017,202.6
"8426059ffffffff",2018,162.3
"8426059ffffffff",2019,142.2
"8426059ffffffff",2020,205.7
"8426059ffffffff",2021,201.4
"8426059ffffffff",2022,190.4
"8426059ffffffff",2023,194.1
"8426059ffffffff",2024,170.2
"842605bffffffff",2010,184.1
"842605bffffffff",2011,167.3
"842605bffffffff",2012,176.1
"842605bffffffff",2013,170.9
"842605bffffffff",2014,166
"842605bffffffff",2015,205.9
"842605bffffffff",2016,195.7
"842605bffffffff",2017,210.6
"842605bffffffff",2018,163.5
"842605bffffffff",2019,161.2
"842605bffffffff",2020,195.6
"842605bffffffff",2021,192
"842605bffffffff",2022,217.2
"842605bffffffff",2023,204.9
"842605bffffffff",2024,163.8
"842605dffffffff",2010,176.8
"842605dffffffff",2011,156.3
"842605dffffffff",2012,143
"842605dffffffff",2013,171.3
"842605dffffffff",2014,147.9
"842605dffffffff",2015,197.6
"842605dffffffff",2016,210
"842605dffffffff",2017,196.4
"842605dffffffff",2018,175.3
"842605dffffffff",2019,143.3
"842605dffffffff",2020,191.9
"842605dffffffff",2021,185.2
"842605dffffffff",2022,163.9
"842605dffffffff",2023,151.9
"842605dffffffff",2024,186
"8426061ffffffff",2010,127.7
"8426061ffffffff",2011,117.6
"8426061ffffffff",2012,79.6
"8426061ffffffff",2013,132.8
"8426061ffffffff",2014,129.8
"8426061ffffffff",2015,154.1
"8426061ffffffff",2016,134.4
"8426061ffffffff",2017,91.6
"8426061ffffffff",2018,166.5
"8426061ffffffff",2019,142.5
"8426061ffffffff",2020,175.3
"8426061ffffffff",2021,124.1
"8426061ffffffff",2022,94.8
"8426061ffffffff",2023,148.1
"8426061ffffffff",2024,162.9
"8426063ffffffff",2010,135.1
"8426063ffffffff",2011,119.4
"8426063ffffffff",2012,49.6
"8426063ffffffff",2013,154.4
"8426063ffffffff",2014,149.8
"8426063ffffffff",2015,144.8
"8426063ffffffff",2016,122.4
"8426063ffffffff",2017,140.9
"8426063ffffffff",2018,187.8
"8426063ffffffff",2019,147
"8426063ffffffff",2020,172.8
"8426063ffffffff",2021,125.6
"8426063ffffffff",2022,106.2
"8426063ffffffff",2023,165.3
"8426063ffffffff",2024,164.9
"8426065ffffffff",2010,111.8
"8426065ffffffff",2011,101.7
"8426065ffffffff",2012,32.6
"8426065ffffffff",2013,121.2
"8426065ffffffff",2014,123.6
"8426065ffffffff",2015,138.8
"8426065ffffffff",2016,88.1
"8426065ffffffff",2017,31.7
"8426065ffffffff",2018,127.7
"8426065ffffffff",2019,158.8
"8426065ffffffff",2020,158.1
"8426065ffffffff",2021,98.1
"8426065ffffffff",2022,81.6
"8426065ffffffff",2023,124.5
"8426065ffffffff",2024,165
"8426067ffffffff",2010,113.7
"8426067ffffffff",2011,121.1
"8426067ffffffff",2012,65.9
"8426067ffffffff",2013,154
"8426067ffffffff",2014,124.4
"8426067ffffffff",2015,151
"8426067ffffffff",2016,113
"8426067ffffffff",2017,68
"8426067ffffffff",2018,171.5
"8426067ffffffff",2019,154
"8426067ffffffff",2020,171.4
"8426067ffffffff",2021,109.9
"8426067ffffffff",2022,90
"8426067ffffffff",2023,138.5
"8426067ffffffff",2024,164.6
"8426069ffffffff",2010,125.1
"8426069ffffffff",2011,139.1
"8426069ffffffff",2012,86.2
"8426069ffffffff",2013,128.3
"8426069ffffffff",2014,149.6
"8426069ffffffff",2015,157.8
"8426069ffffffff",2016,144
"8426069ffffffff",2017,135.5
"8426069ffffffff",2018,170.6
"8426069ffffffff",2019,107.2
"8426069ffffffff",2020,180.4
"8426069ffffffff",2021,124
"8426069ffffffff",2022,127.7
"8426069ffffffff",2023,122.9
"8426069ffffffff",2024,165.8
"842606bffffffff",2010,121.2
"842606bffffffff",2011,124.4
"842606bffffffff",2012,85
"842606bffffffff",2013,147.9
"842606bffffffff",2014,136.6
"842606bffffffff",2015,140.9
"842606bffffffff",2016,155.3
"842606bffffffff",2017,161
"842606bffffffff",2018,178.2
"842606bffffffff",2019,114.1
"842606bffffffff",2020,165.9
"842606bffffffff",2021,129.2
"842606bffffffff",2022,97.4
"842606bffffffff",2023,124.7
"842606bffffffff",2024,149.3
"842606dffffffff",2010,117.8
"842606dffffffff",2011,106
"842606dffffffff",2012,90.5
"842606dffffffff",2013,123.8
"842606dffffffff",2014,143.4
"842606dffffffff",2015,161.5
"842606dffffffff",2016,122.6
"842606dffffffff",2017,113.1
"842606dffffffff",2018,147
"842606dffffffff",2019,153.7
"842606dffffffff",2020,175.9
"842606dffffffff",2021,130.7
"842606dffffffff",2022,131.2
"842606dffffffff",2023,176
"842606dffffffff",2024,172.9
"8426081ffffffff",2010,160.2
"8426081ffffffff",2011,152.5
"8426081ffffffff",2012,131.5
"8426081ffffffff",2013,168.4
"8426081ffffffff",2014,166.2
"8426081ffffffff",2015,186.7
"8426081ffffffff",2016,188.7
"8426081ffffffff",2017,204.1
"8426081ffffffff",2018,207.8
"8426081ffffffff",2019,201
"8426081ffffffff",2020,194.7
"8426081ffffffff",2021,225.6
"8426081ffffffff",2022,199.6
"8426081ffffffff",2023,209.1
"8426081ffffffff",2024,233.3
"8426083ffffffff",2010,151.7
"8426083ffffffff",2011,139.7
"8426083ffffffff",2012,113.6
"8426083ffffffff",2013,146.8
"8426083ffffffff",2014,192.6
"8426083ffffffff",2015,170.6
"8426083ffffffff",2016,182.6
"8426083ffffffff",2017,196.5
"8426083ffffffff",2018,196.2
"8426083ffffffff",2019,183.8
"8426083ffffffff",2020,197.3
"8426083ffffffff",2021,217
"8426083ffffffff",2022,176.3
"8426083ffffffff",2023,212
"8426083ffffffff",2024,219
"8426085ffffffff",2010,146.5
"8426085ffffffff",2011,149.7
"8426085ffffffff",2012,89.7
"8426085ffffffff",2013,149.2
"8426085ffffffff",2014,179.8
"8426085ffffffff",2015,187.8
"8426085ffffffff",2016,191.8
"8426085ffffffff",2017,186
"8426085ffffffff",2018,200.1
"8426085ffffffff",2019,192.8
"8426085ffffffff",2020,195.9
"8426085ffffffff",2021,213.6
"8426085ffffffff",2022,150.7
"8426085ffffffff",2023,198.7
"8426085ffffffff",2024,199.4
"8426087ffffffff",2010,151.6
"8426087ffffffff",2011,131.5
"8426087ffffffff",2012,130.1
"8426087ffffffff",2013,173.3
"8426087ffffffff",2014,196.6
"8426087ffffffff",2015,179.8
"8426087ffffffff",2016,181.2
"8426087ffffffff",2017,202.9
"8426087ffffffff",2018,207
"8426087ffffffff",2019,193
"8426087ffffffff",2020,198.3
"8426087ffffffff",2021,219.3
"8426087ffffffff",2022,192.2
"8426087ffffffff",2023,210.7
"8426087ffffffff",2024,225.8
"8426089ffffffff",2010,156
"8426089ffffffff",2011,177.3
"8426089ffffffff",2012,114.1
"8426089ffffffff",2013,161.5
"8426089ffffffff",2014,172.6
"8426089ffffffff",2015,194.4
"8426089ffffffff",2016,197.2
"8426089ffffffff",2017,194.9
"8426089ffffffff",2018,170.6
"8426089ffffffff",2019,206.4
"8426089ffffffff",2020,183
"8426089ffffffff",2021,230.6
"8426089ffffffff",2022,183.1
"8426089ffffffff",2023,219.6
"8426089ffffffff",2024,225.9
"842608bffffffff",2010,143.2
"842608bffffffff",2011,151.4
"842608bffffffff",2012,103.1
"842608bffffffff",2013,146.2
"842608bffffffff",2014,174.6
"842608bffffffff",2015,166.2
"842608bffffffff",2016,179.5
"842608bffffffff",2017,176.3
"842608bffffffff",2018,173.2
"842608bffffffff",2019,171.6
"842608bffffffff",2020,184.1
"842608bffffffff",2021,213.5
"842608bffffffff",2022,157.6
"842608bffffffff",2023,209.3
"842608bffffffff",2024,208
"842608dffffffff",2010,168.1
"842608dffffffff",2011,164.7
"842608dffffffff",2012,126.6
"842608dffffffff",2013,188.8
"842608dffffffff",2014,150.6
"842608dffffffff",2015,199.2
"842608dffffffff",2016,208.1
"842608dffffffff",2017,202.8
"842608dffffffff",2018,196.5
"842608dffffffff",2019,199.8
"842608dffffffff",2020,189.9
"842608dffffffff",2021,239.6
"842608dffffffff",2022,202
"842608dffffffff",2023,209.1
"842608dffffffff",2024,205.9
"8426091ffffffff",NA,NA
"8426093ffffffff",NA,NA
"8426095ffffffff",NA,NA
"8426097ffffffff",NA,NA
"8426099ffffffff",2010,84.3
