"h3_address","year","yield"
"85260077fffffff",2023,169.1
"85260077fffffff",2024,170.3
"8526007bfffffff",2010,144.1
"8526007bfffffff",2011,138.4
"8526007bfffffff",2012,20.9
"8526007bfffffff",2013,162.7
"8526007bfffffff",2014,167.7
"8526007bfffffff",2015,174.2
"8526007bfffffff",2016,149.2
"8526007bfffffff",2017,155.8
"8526007bfffffff",2018,166.7
"8526007bfffffff",2019,155.5
"8526007bfffffff",2020,180.5
"8526007bfffffff",2021,124.7
"8526007bfffffff",2022,67.9
"8526007bfffffff",2023,172.8
"8526007bfffffff",2024,160.5
"85260083fffffff",2010,143.3
"85260083fffffff",2011,151.5
"85260083fffffff",2012,66.5
"85260083fffffff",2013,168.7
"85260083fffffff",2014,168.3
"85260083fffffff",2015,185.7
"85260083fffffff",2016,174.3
"85260083fffffff",2017,186.1
"85260083fffffff",2018,187.3
"85260083fffffff",2019,141.9
"85260083fffffff",2020,177.1
"85260083fffffff",2021,132.8
"85260083fffffff",2022,120.5
"85260083fffffff",2023,153
"85260083fffffff",2024,179.6
"85260087fffffff",2010,167.8
"85260087fffffff",2011,169
"85260087fffffff",2012,107.2
"85260087fffffff",2013,168.9
"85260087fffffff",2014,167.5
"85260087fffffff",2015,195.6
"85260087fffffff",2016,199.9
"85260087fffffff",2017,193.4
"85260087fffffff",2018,196.4
"85260087fffffff",2019,165.8
"85260087fffffff",2020,184.1
"85260087fffffff",2021,172.4
"85260087fffffff",2022,189.3
"85260087fffffff",2023,176.7
"85260087fffffff",2024,190.6
"8526008bfffffff",2010,143.3
"8526008bfffffff",2011,151.5
"8526008bfffffff",2012,66.5
"8526008bfffffff",2013,168.7
"8526008bfffffff",2014,168.3
"8526008bfffffff",2015,185.7
"8526008bfffffff",2016,174.3
"8526008bfffffff",2017,186.1
"8526008bfffffff",2018,187.3
"8526008bfffffff",2019,141.9
"8526008bfffffff",2020,177.1
"8526008bfffffff",2021,132.8
"8526008bfffffff",2022,120.5
"8526008bfffffff",2023,153
"8526008bfffffff",2024,179.6
"8526008ffffffff",2010,143.3
"8526008ffffffff",2011,151.5
"8526008ffffffff",2012,66.5
"8526008ffffffff",2013,168.7
"8526008ffffffff",2014,168.3
"8526008ffffffff",2015,185.7
"8526008ffffffff",2016,174.3
"8526008ffffffff",2017,186.1
"8526008ffffffff",2018,187.3
"8526008ffffffff",2019,141.9
"8526008ffffffff",2020,177.1
"8526008ffffffff",2021,132.8
"8526008ffffffff",2022,120.5
"8526008ffffffff",2023,153
"8526008ffffffff",2024,179.6
"85260093fffffff",2010,153
"85260093fffffff",2011,160.5
"85260093fffffff",2012,129.8
"85260093fffffff",2013,170.5
"85260093fffffff",2014,171.5
"85260093fffffff",2015,189.3
"85260093fffffff",2016,206.6
"85260093fffffff",2017,191.5
"85260093fffffff",2018,201.4
"85260093fffffff",2019,139.2
"85260093fffffff",2020,187.2
"85260093fffffff",2021,138
"85260093fffffff",2022,166
"85260093fffffff",2023,184.4
"85260093fffffff",2024,191.3
"85260097fffffff",2010,167.8
"85260097fffffff",2011,169
"85260097fffffff",2012,107.2
"85260097fffffff",2013,168.9
"85260097fffffff",2014,167.5
"85260097fffffff",2015,195.6
"85260097fffffff",2016,199.9
"85260097fffffff",2017,193.4
"85260097fffffff",2018,196.4
"85260097fffffff",2019,165.8
"85260097fffffff",2020,184.1
"85260097fffffff",2021,172.4
"85260097fffffff",2022,189.3
"85260097fffffff",2023,176.7
"85260097fffffff",2024,190.6
"8526009bfffffff",2010,153
"8526009bfffffff",2011,160.5
"8526009bfffffff",2012,129.8
"8526009bfffffff",2013,170.5
"8526009bfffffff",2014,171.5
"8526009bfffffff",2015,189.3
"8526009bfffffff",2016,206.6
"8526009bfffffff",2017,191.5
"8526009bfffffff",2018,201.4
"8526009bfffffff",2019,139.2
"8526009bfffffff",2020,187.2
"8526009bfffffff",2021,138
"8526009bfffffff",2022,166
"8526009bfffffff",2023,184.4
"8526009bfffffff",2024,191.3
"852600a3fffffff",2010,153.2
"852600a3fffffff",2011,143.7
"852600a3fffffff",2012,62.8
"852600a3fffffff",2013,170.7
"852600a3fffffff",2014,166.9
"852600a3fffffff",2015,192.6
"852600a3fffffff",2016,183.7
"852600a3fffffff",2017,186.4
"852600a3fffffff",2018,170.1
"852600a3fffffff",2019,169.3
"852600a3fffffff",2020,169.6
"852600a3fffffff",2021,182
"852600a3fffffff",2022,129.3
"852600a3fffffff",2023,152.5
"852600a3fffffff",2024,172.7
"852600a7fffffff",2010,153.2
"852600a7fffffff",2011,143.7
"852600a7fffffff",2012,62.8
"852600a7fffffff",2013,170.7
"852600a7fffffff",2014,166.9
"852600a7fffffff",2015,192.6
"852600a7fffffff",2016,183.7
"852600a7fffffff",2017,186.4
"852600a7fffffff",2018,170.1
"852600a7fffffff",2019,169.3
"852600a7fffffff",2020,169.6
"852600a7fffffff",2021,182
"852600a7fffffff",2022,129.3
"852600a7fffffff",2023,152.5
"852600a7fffffff",2024,172.7
"852600abfffffff",2010,140.2
"852600abfffffff",2011,142.4
"852600abfffffff",2012,48.8
"852600abfffffff",2013,168.3
"852600abfffffff",2014,173.3
"852600abfffffff",2015,183.6
"852600abfffffff",2016,171.3
"852600abfffffff",2017,181.5
"852600abfffffff",2018,168.2
"852600abfffffff",2019,170.5
"852600abfffffff",2020,175.1
"852600abfffffff",2021,142.8
"852600abfffffff",2022,90.3
"852600abfffffff",2023,158.3
"852600abfffffff",2024,171.2
"852600affffffff",2010,153.2
"852600affffffff",2011,143.7
"852600affffffff",2012,62.8
"852600affffffff",2013,170.7
"852600affffffff",2014,166.9
"852600affffffff",2015,192.6
"852600affffffff",2016,183.7
"852600affffffff",2017,186.4
"852600affffffff",2018,170.1
"852600affffffff",2019,169.3
"852600affffffff",2020,169.6
"852600affffffff",2021,182
"852600affffffff",2022,129.3
"852600affffffff",2023,152.5
"852600affffffff",2024,172.7
"852600b3fffffff",2010,167.8
"852600b3fffffff",2011,169
"852600b3fffffff",2012,107.2
"852600b3fffffff",2013,168.9
"852600b3fffffff",2014,167.5
"852600b3fffffff",2015,195.6
"852600b3fffffff",2016,199.9
"852600b3fffffff",2017,193.4
"852600b3fffffff",2018,196.4
"852600b3fffffff",2019,165.8
"852600b3fffffff",2020,184.1
"852600b3fffffff",2021,172.4
"852600b3fffffff",2022,189.3
"852600b3fffffff",2023,176.7
"852600b3fffffff",2024,190.6
"852600b7fffffff",2010,153.2
"852600b7fffffff",2011,143.7
"852600b7fffffff",2012,62.8
"852600b7fffffff",2013,170.7
"852600b7fffffff",2014,166.9
"852600b7fffffff",2015,192.6
"852600b7fffffff",2016,183.7
"852600b7fffffff",2017,186.4
"852600b7fffffff",2018,170.1
"852600b7fffffff",2019,169.3
"852600b7fffffff",2020,169.6
"852600b7fffffff",2021,182
"852600b7fffffff",2022,129.3
"852600b7fffffff",2023,152.5
"852600b7fffffff",2024,172.7
"852600bbfffffff",2010,167.8
"852600bbfffffff",2011,169
"852600bbfffffff",2012,107.2
"852600bbfffffff",2013,168.9
"852600bbfffffff",2014,167.5
"852600bbfffffff",2015,195.6
"852600bbfffffff",2016,199.9
"852600bbfffffff",2017,193.4
"852600bbfffffff",2018,196.4
"852600bbfffffff",2019,165.8
"852600bbfffffff",2020,184.1
"852600bbfffffff",2021,172.4
"852600bbfffffff",2022,189.3
"852600bbfffffff",2023,176.7
"852600bbfffffff",2024,190.6
"852600c3fffffff",2010,136.7
"852600c3fffffff",2011,136.6
"852600c3fffffff",2012,62.4
"852600c3fffffff",2013,161.7
"852600c3fffffff",2014,157.4
"852600c3fffffff",2015,173.6
"852600c3fffffff",2016,146.4
"852600c3fffffff",2017,163.6
"852600c3fffffff",2018,182.2
"852600c3fffffff",2019,132.1
"852600c3fffffff",2020,177.4
"852600c3fffffff",2021,148.7
"852600c3fffffff",2022,112.7
"852600c3fffffff",2023,178.3
"852600c3fffffff",2024,168.4
"852600c7fffffff",2010,143.3
"852600c7fffffff",2011,151.5
"852600c7fffffff",2012,66.5
"852600c7fffffff",2013,168.7
"852600c7fffffff",2014,168.3
"852600c7fffffff",2015,185.7
"852600c7fffffff",2016,174.3
"852600c7fffffff",2017,186.1
"852600c7fffffff",2018,187.3
"852600c7fffffff",2019,141.9
"852600c7fffffff",2020,177.1
"852600c7fffffff",2021,132.8
"852600c7fffffff",2022,120.5
"852600c7fffffff",2023,153
"852600c7fffffff",2024,179.6
"852600cbfffffff",2010,136.7
"852600cbfffffff",2011,136.6
"852600cbfffffff",2012,62.4
"852600cbfffffff",2013,161.7
"852600cbfffffff",2014,157.4
"852600cbfffffff",2015,173.6
"852600cbfffffff",2016,146.4
"852600cbfffffff",2017,163.6
"852600cbfffffff",2018,182.2
"852600cbfffffff",2019,132.1
"852600cbfffffff",2020,177.4
"852600cbfffffff",2021,148.7
"852600cbfffffff",2022,112.7
"852600cbfffffff",2023,178.3
"852600cbfffffff",2024,168.4
"852600cffffffff",2010,136.7
"852600cffffffff",2011,136.6
"852600cffffffff",2012,62.4
"852600cffffffff",2013,161.7
"852600cffffffff",2014,157.4
"852600cffffffff",2015,173.6
"852600cffffffff",2016,146.4
"852600cffffffff",2017,163.6
"852600cffffffff",2018,182.2
"852600cffffffff",2019,132.1
"852600cffffffff",2020,177.4
"852600cffffffff",2021,148.7
"852600cffffffff",2022,112.7
"852600cffffffff",2023,178.3
"852600cffffffff",2024,168.4
"852600d3fffffff",2010,124.8
"852600d3fffffff",2011,140.6
"852600d3fffffff",2012,92.3
"852600d3fffffff",2013,150.3
"852600d3fffffff",2014,154.3
"852600d3fffffff",2015,160.1
"852600d3fffffff",2016,149.7
"852600d3fffffff",2017,172.2
"852600d3fffffff",2018,193.2
"852600d3fffffff",2019,137.1
"852600d3fffffff",2020,168.4
"852600d3fffffff",2021,104.2
"852600d3fffffff",2022,131.6
"852600d3fffffff",2023,130.3
"852600d3fffffff",2024,169.2
"852600d7fffffff",2010,143.3
"852600d7fffffff",2011,151.5
"852600d7fffffff",2012,66.5
"852600d7fffffff",2013,168.7
"852600d7fffffff",2014,168.3
"852600d7fffffff",2015,185.7
"852600d7fffffff",2016,174.3
"852600d7fffffff",2017,186.1
"852600d7fffffff",2018,187.3
"852600d7fffffff",2019,141.9
"852600d7fffffff",2020,177.1
"852600d7fffffff",2021,132.8
"852600d7fffffff",2022,120.5
"852600d7fffffff",2023,153
"852600d7fffffff",2024,179.6
"852600dbfffffff",2010,121.2
"852600dbfffffff",2011,124.4
"852600dbfffffff",2012,85
"852600dbfffffff",2013,147.9
"852600dbfffffff",2014,136.6
"852600dbfffffff",2015,140.9
"852600dbfffffff",2016,155.3
"852600dbfffffff",2017,161
"852600dbfffffff",2018,178.2
"852600dbfffffff",2019,114.1
"852600dbfffffff",2020,165.9
"852600dbfffffff",2021,129.2
"852600dbfffffff",2022,97.4
"852600dbfffffff",2023,124.7
"852600dbfffffff",2024,149.3
"85260103fffffff",2010,189.8
"85260103fffffff",2011,169.6
"85260103fffffff",2012,101.9
"85260103fffffff",2013,189.7
"85260103fffffff",2014,186.1
"85260103fffffff",2015,214.6
"85260103fffffff",2016,208.9
"85260103fffffff",2017,198.9
"85260103fffffff",2018,224.7
"85260103fffffff",2019,219.9
"85260103fffffff",2020,199.6
"85260103fffffff",2021,197.9
"85260103fffffff",2022,173.3
"85260103fffffff",2023,212.2
"85260103fffffff",2024,209.5
"85260107fffffff",2010,189.8
"85260107fffffff",2011,169.6
"85260107fffffff",2012,101.9
"85260107fffffff",2013,189.7
"85260107fffffff",2014,186.1
"85260107fffffff",2015,214.6
"85260107fffffff",2016,208.9
"85260107fffffff",2017,198.9
"85260107fffffff",2018,224.7
"85260107fffffff",2019,219.9
"85260107fffffff",2020,199.6
"85260107fffffff",2021,197.9
"85260107fffffff",2022,173.3
"85260107fffffff",2023,212.2
"85260107fffffff",2024,209.5
"8526010bfffffff",2010,189.8
"8526010bfffffff",2011,169.6
"8526010bfffffff",2012,101.9
"8526010bfffffff",2013,189.7
"8526010bfffffff",2014,186.1
"8526010bfffffff",2015,214.6
"8526010bfffffff",2016,208.9
"8526010bfffffff",2017,198.9
"8526010bfffffff",2018,224.7
"8526010bfffffff",2019,219.9
"8526010bfffffff",2020,199.6
"8526010bfffffff",2021,197.9
"8526010bfffffff",2022,173.3
"8526010bfffffff",2023,212.2
"8526010bfffffff",2024,209.5
"8526010ffffffff",2010,189.8
"8526010ffffffff",2011,169.6
"8526010ffffffff",2012,101.9
"8526010ffffffff",2013,189.7
"8526010ffffffff",2014,186.1
"8526010ffffffff",2015,214.6
"8526010ffffffff",2016,208.9
"8526010ffffffff",2017,198.9
"8526010ffffffff",2018,224.7
"8526010ffffffff",2019,219.9
"8526010ffffffff",2020,199.6
"8526010ffffffff",2021,197.9
"8526010ffffffff",2022,173.3
"8526010ffffffff",2023,212.2
"8526010ffffffff",2024,209.5
"85260113fffffff",2010,189.8
"85260113fffffff",2011,169.6
"85260113fffffff",2012,101.9
"85260113fffffff",2013,189.7
"85260113fffffff",2014,186.1
"85260113fffffff",2015,214.6
"85260113fffffff",2016,208.9
"85260113fffffff",2017,198.9
"85260113fffffff",2018,224.7
"85260113fffffff",2019,219.9
"85260113fffffff",2020,199.6
"85260113fffffff",2021,197.9
"85260113fffffff",2022,173.3
"85260113fffffff",2023,212.2
"85260113fffffff",2024,209.5
"85260117fffffff",2010,189.8
"85260117fffffff",2011,169.6
"85260117fffffff",2012,101.9
"85260117fffffff",2013,189.7
"85260117fffffff",2014,186.1
"85260117fffffff",2015,214.6
"85260117fffffff",2016,208.9
"85260117fffffff",2017,198.9
"85260117fffffff",2018,224.7
"85260117fffffff",2019,219.9
"85260117fffffff",2020,199.6
"85260117fffffff",2021,197.9
"85260117fffffff",2022,173.3
"85260117fffffff",2023,212.2
"85260117fffffff",2024,209.5
"8526011bfffffff",2010,189.8
"8526011bfffffff",2011,169.6
"8526011bfffffff",2012,101.9
"8526011bfffffff",2013,189.7
"8526011bfffffff",2014,186.1
"8526011bfffffff",2015,214.6
"8526011bfffffff",2016,208.9
"8526011bfffffff",2017,198.9
"8526011bfffffff",2018,224.7
"8526011bfffffff",2019,219.9
"8526011bfffffff",2020,199.6
"8526011bfffffff",2021,197.9
"8526011bfffffff",2022,173.3
"8526011bfffffff",2023,212.2
"8526011bfffffff",2024,209.5
"85260123fffffff",2010,173.4
"85260123fffffff",2011,169.2
"85260123fffffff",2012,125.1
"85260123fffffff",2013,180.6
"85260123fffffff",2014,159.9
"85260123fffffff",2015,201.3
"85260123fffffff",2016,200.4
"85260123fffffff",2017,197.2
"85260123fffffff",2018,218.9
"85260123fffffff",2019,216.5
"85260123fffffff",2020,195
"85260123fffffff",2021,212.5
